DEPTH,BS,CALI,CHKS,VP,VS,GR,GRN,NPHI,PHIE,PHIT,RD,RHOB,RM,RS,SWE,VSH
9927.5,8.5,8.0012,2136.1311,3894.7498,2296.0261,88.0372,96.0372,0.1187,0.0772,0.1016,8.1034,2.4983,7.8101,6.5643,0.9288,27.03
9928.0,8.5,7.9126,2136.2241,3857.354,2314.2051,80.0475,88.0475,0.1139,0.0921,0.1106,9.0631,2.4792,8.6397,7.0022,0.8242,20.55
9928.5,8.5,7.9063,2136.3171,3949.0049,2349.4841,76.0496,84.0496,0.1105,0.1013,0.1166,11.7911,2.4659,11.5338,9.463,0.7217,17.01
9929.0,8.5,7.93,2136.4102,4106.1396,2401.1079,79.1849,87.1849,0.1112,0.1043,0.12,14.3382,2.4575,13.9871,10.5532,0.7379,17.35
9929.5,8.5,7.8959,2136.5032,4140.7925,2462.9626,85.0331,93.0331,0.1225,0.1177,0.1345,13.896,2.4297,13.0413,9.1623,0.7033,18.75
9930.0,8.5,7.8726,2136.5962,4145.5288,2513.8723,89.9149,97.9149,0.1328,0.126,0.1446,13.8339,2.4115,12.6876,8.7348,0.6565,20.64
9930.5,8.5,7.8812,2136.6892,4081.5125,2510.0715,93.2846,101.2846,0.1369,0.119,0.1406,12.7818,2.4212,11.6135,8.0678,0.7094,23.94
9931.0,8.5,7.8696,2136.7825,3936.6318,2416.7844,94.2245,102.2245,0.14,0.1123,0.136,11.9023,2.4325,10.8802,7.8217,0.7599,26.38
9931.5,8.5,7.8483,2136.8755,3788.2178,2328.5627,93.0968,101.0968,0.1392,0.1132,0.1363,11.6363,2.432,10.5658,7.9355,0.8058,25.68
9932.0,8.5,7.8439,2136.9685,3688.3804,2294.9871,93.9544,101.9544,0.1401,0.1138,0.1372,11.1218,2.4302,9.9878,7.677,0.8072,26.02
9932.5,8.5,7.8272,2137.0615,3725.824,2257.8213,98.3742,106.3742,0.1374,0.1114,0.1358,10.44,2.4295,9.3036,7.1848,0.8014,27.11
9933.0,8.5,7.7794,2137.1545,3792.9744,2241.9414,102.9773,110.9773,0.1417,0.1026,0.131,9.4098,2.4403,8.3754,6.5383,0.8294,31.51
9933.5,8.5,7.8024,2137.2476,3792.6675,2246.4326,108.7923,116.7923,0.1344,0.0821,0.1147,8.8529,2.469,8.136,6.7145,0.9667,36.23
9934.0,8.5,7.9006,2137.3406,3817.2339,2271.6262,115.2236,123.2236,0.1308,0.067,0.104,8.0476,2.4874,7.79,6.699,0.9859,41.05
9934.5,8.5,7.8185,2137.4336,3865.3472,2294.0078,113.1114,121.1114,0.1307,0.0583,0.0966,7.0033,2.5045,6.9801,6.1533,1.0,42.55
9935.0,8.5,8.0002,2137.5269,3971.9929,2315.1682,108.2564,116.2564,0.133,0.0489,0.0885,6.4095,2.5261,6.3701,5.9718,1.0,44.07
9935.5,8.5,7.9889,2137.6199,3985.9968,2327.5242,110.3843,118.3843,0.1426,0.0523,0.0944,6.1294,2.518,6.0432,6.0342,1.0,46.72
9936.0,8.5,8.0016,2137.7129,4084.9858,2325.7783,122.0732,130.0732,0.198,0.0,0.0,5.781,2.4793,5.6826,5.727,1.0,64.12
9936.5,8.5,7.9236,2137.8059,3957.0901,2301.8801,146.9962,154.9962,0.2804,0.0,0.0,5.4656,2.316,5.3021,5.2244,1.0,100.0
9937.0,8.5,7.9726,2137.8989,3529.5916,2242.9263,167.213,175.213,0.3177,0.0,0.0,4.9289,2.0816,4.7251,4.5849,1.0,100.0
9937.5,8.5,8.0945,2137.9919,3079.908,1813.2269,169.1156,177.1156,0.338,0.0,0.0,3.7862,2.1047,3.6409,3.4561,1.0,100.0
9938.0,8.5,8.1304,2138.0852,2732.3997,1813.2269,171.474,179.474,0.3217,0.0,0.0,2.9158,2.3467,2.8726,2.7457,1.0,100.0
9938.5,8.5,8.1365,2138.1782,2628.8372,1813.2269,174.8173,182.8173,0.27,0.0,0.0,2.6758,2.5016,2.6846,2.6215,1.0,100.0
9939.0,8.5,8.1863,2138.2712,2810.8772,1813.2269,165.4361,173.4361,0.2456,0.0,0.0,2.5053,2.5149,2.5194,2.4704,1.0,100.0
9939.5,8.5,8.1612,2138.3645,3039.168,1813.2269,154.6085,162.6085,0.2628,0.0,0.0,2.4713,2.4576,2.4763,2.4423,1.0,100.0
9940.0,8.5,8.1959,2138.4575,3104.9731,1813.2269,152.9832,160.9832,0.2554,0.0,0.0,2.6722,2.4365,2.6509,2.6214,1.0,100.0
9940.5,8.5,8.1704,2138.5508,3116.0068,1813.2269,157.0075,165.0075,0.2133,0.0,0.0,2.7761,2.5131,2.7321,2.672,1.0,100.0
9941.0,8.5,8.18,2138.6438,3101.542,1813.2269,156.3934,164.3934,0.2121,0.0,0.0694,2.7619,2.588,2.7248,2.6218,1.0,100.0
9941.5,8.5,8.179,2138.7368,3218.707,1813.2269,152.0723,160.0723,0.2173,0.0,0.0627,2.737,2.5999,2.7334,2.6211,1.0,100.0
9942.0,8.5,8.1861,2138.8301,3360.6072,1813.2269,145.5195,153.5195,0.2218,0.0,0.0646,2.6701,2.5954,2.6836,2.5981,1.0,100.0
9942.5,8.5,8.1776,2138.9231,3440.1846,1813.2269,132.4036,140.4036,0.1941,0.0,0.0637,2.6835,2.5903,2.6968,2.6498,1.0,91.99
9943.0,8.5,8.1635,2139.0164,3433.4263,1820.1862,123.4957,131.4957,0.1508,0.0039,0.0649,2.8567,2.5803,2.8671,2.8432,1.0,67.8
9943.5,8.5,8.1854,2139.1094,3442.543,1824.7891,123.0761,131.0761,0.1329,0.0061,0.0612,3.1599,2.5796,3.1675,3.1325,1.0,61.24
9944.0,8.5,8.238,2139.2024,3464.7388,1852.686,126.6807,134.6807,0.1417,0.0,0.0602,3.3565,2.5883,3.3611,3.2809,1.0,68.11
9944.5,8.5,8.2447,2139.2957,3575.0564,1908.1449,133.523,141.523,0.159,0.0,0.0621,3.3319,2.5888,3.3431,3.2495,1.0,78.97
9945.0,8.5,8.2297,2139.3887,3745.9719,1997.053,138.8673,146.8673,0.175,0.0,0.0679,3.2288,2.5818,3.2498,3.203,1.0,87.28
9945.5,8.5,8.2383,2139.4819,3866.8428,2042.4301,143.2007,151.2007,0.1894,0.0,0.0672,3.1477,2.5859,3.1593,3.146,1.0,97.05
9946.0,8.5,8.235,2139.575,3866.7151,2041.5833,146.7582,154.7582,0.1968,0.0,0.0603,3.1167,2.6003,3.0951,3.0897,1.0,100.0
9946.5,8.5,8.1973,2139.6682,3889.3625,2015.4838,148.2316,156.2316,0.2029,0.0,0.0611,3.1161,2.6,3.068,3.0264,1.0,100.0
9947.0,8.5,8.175,2139.7612,3909.8928,1966.5594,152.0724,160.0724,0.2233,0.0,0.0,3.0052,2.5829,2.9434,2.8193,1.0,100.0
9947.5,8.5,8.1537,2139.8542,3833.8274,1936.1663,156.655,164.655,0.2449,0.0,0.0,2.7343,2.5617,2.6844,2.5492,1.0,100.0
9948.0,8.5,8.1508,2139.9475,3614.9124,1907.6111,156.3459,164.3459,0.2423,0.0,0.0,2.5275,2.53,2.5081,2.4198,1.0,100.0
9948.5,8.5,8.1387,2140.0405,3392.23,1846.9011,153.0955,161.0955,0.2128,0.0,0.0,2.4555,2.4783,2.4647,2.3993,1.0,100.0
9949.0,8.5,7.9829,2140.1338,3332.7319,1782.8481,149.2308,157.2308,0.1881,0.0,0.0,2.7084,2.438,2.739,2.6813,1.0,100.0
9949.5,8.5,8.6767,2140.2268,3304.6345,1728.9388,146.126,154.126,0.1781,0.0,0.0,2.9913,2.4713,3.0114,2.951,1.0,100.0
9950.0,8.5,8.2177,2140.3201,3305.803,1714.7063,142.3675,150.3675,0.1674,0.0,0.0,3.1804,2.5469,3.1828,3.1345,1.0,79.53
9950.5,8.5,8.2315,2140.4131,3406.7058,1751.4462,135.1771,143.1771,0.1595,0.0,0.0638,3.3584,2.5863,3.3565,3.3117,1.0,79.75
9951.0,8.5,8.2486,2140.5063,3491.8291,1827.9924,129.4159,137.4159,0.1559,0.0,0.0609,3.5837,2.5897,3.6053,3.5568,1.0,75.26
9951.5,8.5,8.2926,2140.5994,3604.7668,1918.2261,129.0835,137.0835,0.1589,0.0022,0.0684,3.6764,2.5764,3.698,3.5933,1.0,73.52
9952.0,8.5,8.3056,2140.6926,3688.5139,1945.7576,131.196,139.196,0.1567,0.0106,0.0752,3.6204,2.5643,3.5955,3.4923,1.0,71.72
9952.5,8.5,8.3037,2140.7859,3764.176,1937.1791,132.6151,140.6151,0.151,0.008,0.0723,3.5295,2.569,3.4845,3.4081,1.0,71.48
9953.0,8.5,8.3097,2140.8789,3810.5952,1995.0895,131.4993,139.4993,0.1551,0.0065,0.0718,3.5711,2.5703,3.5238,3.4464,1.0,72.49
9953.5,8.5,8.3083,2140.9722,3833.3115,2046.562,131.2772,139.2772,0.1496,0.0141,0.076,3.6824,2.5619,3.6375,3.5138,1.0,68.78
9954.0,8.5,8.3023,2141.0652,3818.9749,2054.0137,130.5313,138.5313,0.1535,0.0174,0.0782,3.7211,2.5508,3.6772,3.4976,1.0,67.56
9954.5,8.5,8.3064,2141.1584,3799.8638,2063.0852,124.5602,132.5602,0.1593,0.0294,0.0866,3.5931,2.5384,3.5456,3.3681,1.0,63.57
9955.0,8.5,8.3001,2141.2515,3805.4478,2057.7104,119.1799,127.1799,0.1497,0.042,0.0914,3.4818,2.5247,3.4597,3.3427,1.0,54.82
9955.5,8.5,8.3012,2141.3447,3807.8389,2034.474,119.9285,127.9285,0.1368,0.0422,0.0881,3.5984,2.5237,3.6532,3.5843,1.0,51.02
9956.0,8.5,8.3092,2141.4377,3800.4797,2015.4425,122.5689,130.5689,0.135,0.0215,0.073,3.7224,2.5549,3.8152,3.716,1.0,57.25
9956.5,8.5,8.3082,2141.531,3776.7036,2001.2146,123.5243,131.5243,0.1548,0.0,0.0591,3.8017,2.5914,3.8628,3.8123,1.0,71.39
9957.0,8.5,8.33,2141.624,3787.1919,1999.5249,124.7757,132.7757,0.1662,0.0,0.0463,3.7842,2.6165,3.7695,3.804,1.0,81.45
9957.5,8.5,8.2928,2141.7173,3824.9939,2021.0941,135.3921,143.3921,0.1666,0.0,0.0376,3.5336,2.6349,3.4684,3.4875,1.0,92.99
9958.0,8.5,8.2912,2141.8105,3884.396,2060.9705,148.4647,156.4647,0.2094,0.0,0.0563,3.528,2.6097,3.4832,3.4259,1.0,100.0
9958.5,8.5,8.3239,2141.9036,3878.1882,2045.6445,153.5318,161.5318,0.2142,0.0025,0.0925,3.305,2.5454,3.2625,3.0749,1.0,100.0
9959.0,8.5,8.3066,2141.9968,3881.5369,2038.3256,151.5122,159.5122,0.1926,0.0335,0.1119,2.6568,2.507,2.6243,2.475,1.0,87.06
9959.5,8.5,8.3429,2142.0891,3851.7141,2048.9751,144.8154,152.8154,0.1772,0.0373,0.1072,2.3035,2.512,2.3065,2.2519,1.0,77.7
9960.0,8.5,8.2706,2142.1814,3730.4392,1931.9874,141.0396,149.0396,0.1539,0.0307,0.0943,2.2267,2.5316,2.2505,2.2411,1.0,70.67
9960.5,8.5,8.2589,2142.2737,3576.1887,1867.7821,142.5823,150.5823,0.1562,0.0183,0.0863,2.5287,2.5468,2.5552,2.5619,1.0,75.5
9961.0,8.5,8.2682,2142.3662,3391.5166,1806.2244,144.7172,152.7172,0.1714,0.0085,0.084,2.582,2.5533,2.5678,2.5128,1.0,83.95
9961.5,8.5,8.2771,2142.4585,3323.7734,1771.5791,148.8729,156.8729,0.1745,0.0058,0.085,2.5232,2.553,2.5006,2.4536,1.0,88.0
9962.0,8.5,8.3284,2142.5508,3394.4363,1786.2428,153.7838,161.7838,0.1835,0.0,0.0825,2.4795,2.5597,2.4665,2.4265,1.0,96.62
9962.5,8.5,8.2926,2142.6431,3520.3054,1851.3289,152.6987,160.6987,0.1918,0.0,0.0729,2.4076,2.578,2.3917,2.3679,1.0,100.0
9963.0,8.5,8.3248,2142.7354,3616.3533,1929.2494,149.1292,157.1292,0.2012,0.0,0.0689,2.3966,2.5858,2.3794,2.3504,1.0,100.0
9963.5,8.5,8.3282,2142.8279,3607.0835,1948.6011,147.6657,155.6657,0.2082,0.0,0.0717,2.3981,2.5812,2.3818,2.3211,1.0,100.0
9964.0,8.5,8.3205,2142.9202,3528.8604,1883.4614,145.601,153.601,0.1985,0.0,0.0701,2.4495,2.5824,2.4311,2.3413,1.0,100.0
9964.5,8.5,8.3191,2143.0125,3486.9314,1795.0847,141.7395,149.7395,0.1999,0.0,0.0687,2.5074,2.5842,2.4832,2.3949,1.0,100.0
9965.0,8.5,8.2971,2143.1047,3445.9563,1721.3386,138.8879,146.8879,0.1892,0.0,0.0678,2.6647,2.5837,2.646,2.5584,1.0,93.32
9965.5,8.5,8.3051,2143.197,3456.2996,1697.6434,133.3189,141.3189,0.1743,0.0,0.067,2.9864,2.582,2.9718,2.8542,1.0,83.2
9966.0,8.5,8.2991,2143.2896,3485.8147,1724.5847,121.9925,129.9925,0.1573,0.0113,0.0715,3.3668,2.5688,3.3513,3.1889,1.0,66.97
9966.5,8.5,8.2998,2143.3818,3549.5435,1770.8916,111.2693,119.2693,0.1435,0.0318,0.0794,3.6168,2.5503,3.6099,3.4451,1.0,52.8
9967.0,8.5,8.2949,2143.4741,3620.4731,1850.9994,107.2376,115.2376,0.1402,0.0429,0.0856,3.8904,2.5374,3.8747,3.7892,1.0,47.45
9967.5,8.5,8.2994,2143.5664,3684.6882,1935.173,108.1527,116.1527,0.1367,0.0442,0.086,4.2418,2.5341,4.2015,4.1378,1.0,46.36
9968.0,8.5,8.2864,2143.6587,3768.9094,2002.6045,110.7116,118.7116,0.1384,0.0278,0.0747,4.3206,2.5578,4.2509,4.0883,1.0,52.13
9968.5,8.5,8.2229,2143.7512,3850.2349,2048.5552,115.5871,123.5871,0.143,0.0,0.0515,4.1701,2.6016,4.1417,3.9446,1.0,64.21
9969.0,8.5,8.2246,2143.8435,3915.9961,2080.6555,121.4335,129.4335,0.151,0.0,0.0511,3.7141,2.6049,3.6946,3.5501,1.0,71.28
9969.5,8.5,8.2109,2143.9358,3952.5024,2113.7778,125.4389,133.4389,0.1677,0.0133,0.0774,3.3526,2.5604,3.3237,3.2639,1.0,71.19
9970.0,8.5,8.197,2144.0281,3971.2939,2118.1965,129.0346,137.0346,0.1797,0.0283,0.0935,3.1581,2.5335,3.1265,3.1361,1.0,72.53
9970.5,8.5,8.2141,2144.1204,3926.4133,2030.4244,131.9314,139.9314,0.2031,0.0,0.0,3.1078,2.521,3.0648,3.0952,1.0,100.0
9971.0,8.5,8.2035,2144.2129,3827.886,1937.1815,135.5905,143.5905,0.2472,0.0,0.0,3.0513,2.4762,2.9797,2.9571,1.0,100.0
9971.5,8.5,8.2137,2144.3052,3765.1477,1939.4865,142.4309,150.4309,0.2868,0.0,0.0,2.8747,2.4136,2.7749,2.7051,1.0,100.0
9972.0,8.5,8.203,2144.3975,3713.5591,1919.6421,150.6034,158.6034,0.2908,0.0,0.0,2.52,2.3705,2.4409,2.3323,1.0,100.0
9972.5,8.5,8.1368,2144.4897,3658.6685,1901.5225,161.9316,169.9316,0.2652,0.0,0.0,2.185,2.365,2.1612,2.0498,1.0,100.0
9973.0,8.5,8.1787,2144.5823,3602.5344,1967.4532,167.9087,175.9087,0.2131,0.0,0.0,2.0565,2.3799,2.0657,2.0121,1.0,100.0
9973.5,8.5,8.1378,2144.6746,3445.0801,1887.1523,156.5488,164.5488,0.1624,0.0,0.0,2.0355,2.4085,2.0396,2.0308,1.0,100.0
9974.0,8.5,8.2725,2144.7668,3222.7332,1801.6538,135.8219,143.8219,0.1398,0.0,0.0,2.182,2.4725,2.1732,2.1639,1.0,100.0
9974.5,8.5,8.2528,2144.8591,3047.491,1811.0486,122.5088,130.5088,0.152,0.0,0.0,2.5993,2.5315,2.591,2.5411,1.0,100.0
9975.0,8.5,8.2516,2144.9517,2993.0063,1820.5426,122.5946,130.5946,0.1657,0.0,0.0,2.7452,2.5579,2.7384,2.6178,1.0,100.0
9975.5,8.5,8.249,2145.0439,3080.1257,1830.136,130.8078,138.8078,0.1813,0.0,0.0675,2.5916,2.5813,2.6,2.5107,1.0,83.98
9976.0,8.5,8.2675,2145.1362,3320.9851,1839.832,140.5009,148.5009,0.1842,0.0,0.0563,2.5448,2.6044,2.5688,2.5518,1.0,97.11
9976.5,8.5,8.2769,2145.2285,3604.6904,1861.9506,145.9393,153.9393,0.186,0.0,0.0504,2.5978,2.6167,2.6103,2.6309,1.0,100.0
9977.0,8.5,8.2757,2145.321,3710.6882,1899.2902,144.1394,152.1394,0.1938,0.0,0.0497,2.6915,2.6187,2.6713,2.6877,1.0,100.0
9977.5,8.5,8.2247,2145.4133,3728.3445,1898.979,141.018,149.018,0.2074,0.0,0.0595,2.6693,2.6017,2.6173,2.5712,1.0,100.0
9978.0,8.5,8.1857,2145.5056,3678.9336,1905.0476,142.6177,150.6177,0.2362,0.0,0.088,2.4897,2.5539,2.4493,2.3579,1.0,100.0
9978.5,8.5,8.1377,2145.5979,3676.1558,1905.0084,148.0643,156.0643,0.2478,0.0323,0.1223,2.2787,2.494,2.2632,2.1756,1.0,100.0
9979.0,8.5,8.1954,2145.6904,3659.7358,1877.63,153.5215,161.5215,0.227,0.0495,0.1342,2.1353,2.4712,2.1488,2.0897,1.0,94.09
9979.5,8.5,8.2536,2145.7827,3586.6755,1821.939,154.9221,162.9221,0.2113,0.0321,0.1178,2.15,2.4994,2.1711,2.136,1.0,95.15
9980.0,8.5,8.2875,2145.875,3461.6069,1770.4203,150.3506,158.3506,0.1892,0.0192,0.0998,2.3786,2.5283,2.3983,2.3732,1.0,89.49
9980.5,8.5,8.3,2145.9673,3314.5024,1809.2059,145.4711,153.4711,0.1824,0.0134,0.0911,2.6207,2.542,2.6336,2.5857,1.0,86.32
9981.0,8.5,8.3068,2146.0598,3258.0359,1815.0798,142.9443,150.9443,0.1803,0.0,0.077,2.8454,2.5669,2.8608,2.7905,1.0,89.05
9981.5,8.5,8.324,2146.1521,3305.2583,1766.338,142.541,150.541,0.1748,0.0,0.0598,3.0114,2.5973,3.0262,2.9475,1.0,93.2
9982.0,8.5,8.3244,2146.2444,3447.137,1801.2896,143.0965,151.0965,0.1768,0.0,0.0534,3.1197,2.6093,3.1201,3.0636,1.0,97.09
9982.5,8.5,8.3178,2146.3369,3588.4534,1872.5442,142.2357,150.2357,0.1705,0.0,0.0614,3.1837,2.5937,3.1683,3.1437,1.0,90.48
9983.0,8.5,8.3086,2146.4292,3664.5845,1919.4752,139.7682,147.7682,0.1639,0.0,0.0701,3.3001,2.5764,3.2786,3.2268,1.0,82.52
9983.5,8.5,8.3194,2146.5215,3689.0007,1945.1741,138.7608,146.7608,0.1651,0.0,0.0727,3.4346,2.5716,3.3997,3.2697,1.0,81.28
9984.0,8.5,8.3069,2146.614,3692.5,1956.073,141.2201,149.2201,0.1662,0.0046,0.078,3.4938,2.5628,3.4134,3.2506,1.0,81.54
9984.5,8.5,8.2517,2146.7063,3712.7715,1973.2025,140.9844,148.9844,0.1616,0.0114,0.0818,3.3374,2.5553,3.2601,3.0986,1.0,78.13
9985.0,8.5,8.2517,2146.7986,3716.1895,2007.4727,137.5091,145.5091,0.1575,0.0112,0.0788,3.3121,2.5593,3.2796,3.1307,1.0,75.12
9985.5,8.5,8.2678,2146.8911,3670.8296,2008.6316,134.1601,142.1601,0.1466,0.0083,0.0721,3.743,2.5692,3.7672,3.6101,1.0,70.92
9986.0,8.5,8.2375,2146.9834,3604.8652,1984.0753,130.5194,138.5194,0.1411,0.0021,0.0643,3.9721,2.5818,4.0005,3.8818,1.0,69.08
9986.5,8.5,8.2404,2147.0757,3683.3213,1970.9172,125.6882,133.6882,0.1277,0.0,0.0533,4.4713,2.5926,4.5073,4.4776,1.0,63.38
9987.0,8.5,8.2454,2147.1682,3723.6985,1935.8711,120.822,128.822,0.1181,0.0,0.0501,5.0511,2.5962,5.0343,4.9123,1.0,57.87
9987.5,8.5,8.2375,2147.2605,3761.4724,1982.4854,114.5235,122.5235,0.1136,0.0072,0.0536,4.7507,2.5885,4.6648,4.4859,1.0,51.49
9988.0,8.5,8.2426,2147.3528,3847.688,2044.8636,108.468,116.468,0.1196,0.0246,0.0664,4.5732,2.5666,4.5058,4.3373,1.0,46.54
9988.5,8.5,8.2337,2147.4453,3895.5859,2112.0188,108.8167,116.8167,0.1257,0.0387,0.079,4.9863,2.5425,4.9561,4.8545,1.0,44.76
9989.0,8.5,8.2451,2147.5376,4005.5247,2191.1145,113.9163,121.9163,0.1273,0.0411,0.0828,4.4921,2.5326,4.4317,4.2308,1.0,46.34
9989.5,8.5,8.2113,2147.6299,4115.9487,2302.5652,117.7253,125.7253,0.1308,0.0362,0.0812,4.4564,2.5364,4.4145,4.1871,1.0,50.07
9990.0,8.5,8.1974,2147.7224,4119.7266,2340.5071,116.9737,124.9737,0.1354,0.0339,0.0806,4.4471,2.541,4.4432,4.1884,1.0,51.84
9990.5,8.5,8.102,2147.8147,4043.658,2295.9241,113.6475,121.6475,0.1399,0.0378,0.0837,4.4035,2.5384,4.4323,4.1935,1.0,50.98
9991.0,8.5,8.086,2147.907,3976.4441,2289.7219,110.64,118.64,0.1386,0.0445,0.0874,4.3859,2.5308,4.4234,4.2678,1.0,47.73
9991.5,8.5,7.8683,2147.9995,3970.0732,2271.1318,107.146,115.146,0.1355,0.0524,0.0916,4.5777,2.5214,4.599,4.5443,1.0,43.5
9992.0,8.5,8.0115,2148.0918,3948.7952,2242.0569,103.5536,111.5536,0.1315,0.0582,0.0939,4.7507,2.5156,4.7324,4.6625,1.0,39.69
9992.5,8.5,8.0298,2148.1843,3911.8247,2205.8105,101.1391,109.1391,0.1297,0.0627,0.0963,4.5648,2.5104,4.4663,4.2569,1.0,37.27
9993.0,8.5,7.9976,2148.2766,3879.1016,2183.9536,99.2717,107.2717,0.1375,0.072,0.1049,4.0957,2.497,3.9523,3.7225,1.0,36.56
9993.5,8.5,7.8877,2148.3691,3855.251,2168.9937,102.2135,110.2135,0.1527,0.0766,0.1132,3.4418,2.4865,3.3395,3.1703,1.0,40.59
9994.0,8.5,8.014,2148.4614,3889.3821,2209.948,117.1341,125.1341,0.1644,0.0729,0.1179,3.0561,2.4757,3.0045,2.8924,1.0,50.0
9994.5,8.5,8.1932,2148.5537,3927.5012,2231.78,132.2053,140.2053,0.1724,0.0638,0.1183,2.9836,2.4723,2.9581,2.8532,1.0,60.51
9995.0,8.5,8.1853,2148.6462,3923.4465,2263.2432,130.6214,138.6214,0.1929,0.0494,0.1137,2.8642,2.499,2.8309,2.7146,1.0,71.47
9995.5,8.5,8.1893,2148.7385,3855.2073,2177.8584,130.579,138.579,0.1904,0.0286,0.0973,2.8095,2.5284,2.7779,2.6856,1.0,76.35
9996.0,8.5,8.2015,2148.8311,3681.1147,2012.2982,138.1124,146.1124,0.1663,0.0171,0.0859,2.8827,2.5478,2.8635,2.7894,1.0,76.45
9996.5,8.5,8.246,2148.9233,3537.272,1915.5691,139.5044,147.5044,0.1684,0.0,0.0739,3.0292,2.5701,3.0262,2.9585,1.0,82.73
9997.0,8.5,8.2275,2149.0159,3498.4377,1872.7246,139.1221,147.1221,0.1692,0.0,0.061,3.1584,2.5935,3.1654,3.0956,1.0,87.73
9997.5,8.5,8.225,2149.1082,3502.1763,1869.7953,138.6021,146.6021,0.1772,0.0,0.0496,3.2296,2.6153,3.2556,3.1845,1.0,95.27
9998.0,8.5,8.2163,2149.2007,3575.2407,1929.6781,134.6396,142.6396,0.1794,0.0,0.0434,3.3257,2.6259,3.3665,3.3215,1.0,95.63
9998.5,8.5,8.2236,2149.293,3669.6274,1975.484,130.2879,138.2879,0.181,0.0,0.0421,3.4029,2.6274,3.4553,3.434,1.0,93.4
9999.0,8.5,8.2137,2149.3853,3697.4404,1945.2993,125.978,133.978,0.1817,0.0,0.0452,3.4337,2.6208,3.4866,3.4685,1.0,89.14
9999.5,8.5,8.2047,2149.4778,3732.6914,1980.6587,125.0117,133.0117,0.1766,0.0,0.0625,3.5092,2.5884,3.565,3.5465,1.0,79.72
10000.0,8.5,8.1984,2149.5701,3751.2183,2002.8242,125.2043,133.2043,0.1641,0.016,0.0784,3.6442,2.558,3.6656,3.647,1.0,69.32
10000.5,8.5,8.1883,2149.6626,3763.9619,2002.2847,120.7346,128.7346,0.1534,0.0142,0.0722,3.5945,2.5667,3.5649,3.5084,1.0,64.47
10001.0,8.5,8.1671,2149.7549,3779.1245,2016.8749,116.5463,124.5463,0.1444,0.0141,0.068,3.5589,2.5722,3.5057,3.4172,1.0,59.92
10001.5,8.5,8.1549,2149.8474,3816.7942,2050.9189,118.3768,126.3768,0.1467,0.0275,0.0795,3.5642,2.5497,3.4608,3.3204,1.0,57.75
10002.0,8.5,8.1642,2149.9397,3815.4272,2064.0798,122.8244,130.8244,0.1486,0.0312,0.0842,3.5838,2.5381,3.4316,3.259,1.0,58.92
10002.5,8.5,8.1327,2150.0322,3840.4888,2072.3218,125.7591,133.7591,0.1555,0.0249,0.0826,3.5729,2.5445,3.3711,3.1603,1.0,64.13
10003.0,8.5,8.1261,2150.1245,3849.9822,2100.7505,128.708,136.708,0.1614,0.0288,0.0882,3.5968,2.5341,3.3167,3.0668,1.0,66.02
10003.5,8.5,8.0398,2150.217,3832.5259,2095.0066,131.1238,139.1238,0.166,0.0428,0.1006,3.8562,2.5081,3.5359,3.2485,1.0,64.24
10004.0,8.5,7.9996,2150.3093,3798.0222,2068.874,132.5982,140.5982,0.1626,0.0439,0.101,4.2124,2.5047,3.841,3.3782,1.0,63.37
10004.5,8.5,7.9766,2150.4016,3758.9116,2065.0881,131.3122,139.3122,0.1539,0.044,0.098,4.6176,2.5066,4.1957,3.4845,1.0,60.03
10005.0,8.5,7.9753,2150.4941,3700.9292,2030.5029,126.5657,134.5657,0.1538,0.0613,0.1093,5.1109,2.484,4.6179,3.7183,1.0,53.35
10005.5,8.5,7.9081,2150.5864,3665.1311,2016.197,120.8036,128.8036,0.152,0.0797,0.1209,5.6815,2.4601,5.1794,3.9942,0.9302,45.78
10006.0,8.5,7.9273,2150.679,3664.0781,2035.2157,114.8562,122.8562,0.1429,0.0982,0.1311,6.4807,2.4351,6.0894,4.7386,0.7829,36.52
10006.5,8.5,7.7585,2150.7712,3676.0581,2045.2189,107.1771,115.1771,0.1374,0.1227,0.1471,8.8482,2.4004,8.663,6.9859,0.6523,27.11
10007.0,8.5,7.7301,2150.8638,3715.4556,2136.4766,87.4362,95.4362,0.127,0.1478,0.161,11.2191,2.3734,11.0043,8.5402,0.5199,14.67
10007.5,8.5,7.7131,2150.9561,3726.3848,2142.2217,66.3935,74.3935,0.1176,0.1779,0.1837,12.882,2.3225,12.8115,9.7353,0.3553,6.44
10008.0,8.5,7.6826,2151.0486,3720.9077,2100.613,62.2093,70.2093,0.1117,0.2103,0.215,15.2662,2.239,15.5549,12.6889,0.2675,5.29
10008.5,8.5,7.7264,2151.1409,3760.1172,2103.8376,64.6406,72.6406,0.11,0.2311,0.2364,17.1733,2.1814,17.145,15.3077,0.2468,5.87
10009.0,8.5,7.7311,2151.2334,3701.1404,2101.5166,64.8737,72.8737,0.1102,0.2407,0.246,14.8344,2.157,13.5651,11.4401,0.2882,5.92
10009.5,8.5,7.7228,2151.3257,3539.9587,2048.9116,67.2966,75.2966,0.1122,0.2442,0.2502,12.6187,2.1468,10.7488,8.6567,0.3,6.65
10010.0,8.5,7.7259,2151.4182,3382.0408,1992.9189,74.6277,82.6277,0.1166,0.2375,0.2451,10.099,2.1601,8.4169,6.7249,0.3574,8.52
10010.5,8.5,7.7678,2151.5105,3262.9185,1941.4037,90.5648,98.5648,0.1368,0.223,0.2348,7.2812,2.1977,6.2255,5.0704,0.4132,13.07
