DEPTH,BS,CALI,CHKS,VP,VS,GR,GRN,NPHI,PHIE,PHIT,RD,RHOB,RM,RS,SWE,VSH
10011.0,8.5,7.8007,2151.603,3197.4858,1926.4839,123.6295,131.6295,0.1596,0.1869,0.2091,4.8886,2.2668,4.3402,3.6431,0.4632,24.72
10011.5,8.5,8.0929,2151.6953,3190.9514,1914.1208,158.1187,166.1187,0.1961,0.1127,0.1697,4.3986,2.3596,4.0897,3.5928,0.5869,63.35
10012.0,8.5,8.1607,2151.7878,3176.7737,1867.21,163.877,171.877,0.2295,0.0719,0.1567,4.2472,2.433,4.0585,3.5921,0.6774,94.19
10012.5,8.5,8.1268,2151.8801,3093.9795,1801.23,152.4961,160.4961,0.1979,0.0594,0.133,4.4508,2.4696,4.2641,3.7592,0.8079,81.86
10013.0,8.5,8.0825,2151.9727,3067.2593,1745.9294,141.1649,149.1649,0.1773,0.0665,0.1277,4.8883,2.4743,4.6733,4.0736,0.8816,67.97
10013.5,8.5,7.9819,2152.0669,3072.7356,1720.3534,126.0993,134.0993,0.1523,0.076,0.1198,5.4605,2.46,5.2848,4.4994,0.9439,48.65
10014.0,8.5,7.8277,2152.1619,3189.3689,1741.3381,111.4486,119.4486,0.1395,0.0949,0.1267,5.7157,2.4444,5.5483,4.5946,0.9449,35.35
10014.5,8.5,7.8661,2152.2571,3374.2158,1830.0173,104.1508,112.1508,0.1472,0.1091,0.1378,6.376,2.4282,6.3446,5.6329,0.8622,31.79
10015.0,8.5,7.8171,2152.3521,3564.2412,1987.1279,102.6968,110.6968,0.1459,0.1096,0.1374,6.86,2.4288,6.8224,6.0156,0.8289,30.89
10015.5,8.5,7.8661,2152.447,3710.0513,2140.6658,100.7319,108.7319,0.146,0.0978,0.1276,6.7606,2.4515,6.4041,5.3106,0.9244,33.11
10016.0,8.5,7.7714,2152.5422,3754.7905,2256.1248,95.9874,103.9874,0.1457,0.1066,0.1332,6.811,2.4412,6.3594,5.4257,0.8005,29.56
10016.5,8.5,7.713,2152.6372,3757.6926,2274.5369,94.6638,102.6638,0.1422,0.1299,0.1509,6.2341,2.4011,5.8603,5.232,0.6624,23.28
10017.0,8.5,7.7179,2152.7322,3718.3518,2255.8193,99.4672,107.4672,0.1459,0.1253,0.1491,5.7165,2.4047,5.4968,5.1076,0.6657,26.44
10017.5,8.5,7.7656,2152.8274,3676.4619,2218.1082,106.5025,114.5025,0.148,0.0898,0.1234,5.5018,2.459,5.3271,4.9858,0.8245,37.36
10018.0,8.5,7.9564,2152.9224,3705.739,2188.3662,112.0844,120.0844,0.1456,0.0556,0.0982,5.1888,2.5106,5.0049,4.6542,1.0,47.32
10018.5,8.5,8.0669,2153.0173,3784.6523,2187.1616,114.7394,122.7394,0.1451,0.0468,0.0922,4.7167,2.5222,4.6205,4.2858,1.0,50.5
10019.0,8.5,8.0587,2153.1125,3828.6213,2190.6592,116.0426,124.0426,0.1507,0.0557,0.1009,4.6491,2.5058,4.6588,4.4002,1.0,50.23
10019.5,8.5,8.0153,2153.2075,3857.7202,2219.8059,118.3956,126.3956,0.1479,0.0581,0.1027,4.5988,2.499,4.6339,4.4628,1.0,49.53
10020.0,8.5,8.0272,2153.3027,3897.813,2249.7402,120.0325,128.0325,0.1464,0.0482,0.0953,4.5473,2.5136,4.5847,4.453,1.0,52.4
10020.5,8.5,8.0625,2153.3977,3890.1516,2250.2021,121.035,129.035,0.1561,0.0394,0.0918,4.4395,2.5266,4.422,4.2379,1.0,58.29
10021.0,8.5,8.0806,2153.4927,3906.3652,2200.6108,121.1351,129.1351,0.159,0.0432,0.0955,4.3557,2.5201,4.3087,4.1819,1.0,58.15
10021.5,8.5,7.9756,2153.5879,3869.4934,2214.3743,120.2112,128.2112,0.1558,0.0548,0.1029,4.191,2.5023,4.1704,4.0926,1.0,53.51
10022.0,8.5,7.9394,2153.6829,3835.4048,2246.7256,125.2991,133.2991,0.1587,0.0501,0.1019,3.7863,2.5037,3.7883,3.6829,1.0,57.56
10022.5,8.5,7.9981,2153.7778,3862.457,2257.8833,135.4873,143.4873,0.1655,0.0282,0.0929,3.5534,2.5344,3.5326,3.4482,1.0,71.81
10023.0,8.5,8.1254,2153.873,3882.031,2266.4675,141.1137,149.1137,0.1895,0.0019,0.0824,3.3171,2.5578,3.2517,3.1871,1.0,89.38
10023.5,8.5,8.1161,2153.968,3829.7856,2235.9614,145.5952,153.5952,0.2058,0.0,0.0795,3.1822,2.5661,3.0229,2.9625,1.0,100.0
10024.0,8.5,8.1412,2154.0625,3847.4695,2202.2676,150.0784,158.0784,0.2013,0.0,0.0763,3.2973,2.5724,3.0469,2.9611,1.0,100.0
10024.5,8.5,8.2115,2154.1567,3784.1494,2149.135,151.9117,159.9117,0.2148,0.0,0.0861,3.4576,2.5567,3.208,2.9815,1.0,100.0
10025.0,8.5,8.2178,2154.251,3659.5688,2089.741,151.7954,159.7954,0.2304,0.0,0.0816,3.4081,2.5197,3.2182,2.8172,1.0,100.0
10025.5,8.5,8.2212,2154.3452,3565.5964,2010.9601,150.3583,158.3583,0.2521,0.0,0.0777,3.4791,2.4978,3.3748,2.9719,1.0,100.0
10026.0,8.5,8.2358,2154.4392,3428.1008,1925.8094,144.812,152.812,0.3021,0.0,0.0786,3.8037,2.4745,3.8284,3.4491,1.0,100.0
10026.5,8.5,8.2342,2154.5334,3353.7441,1839.1238,125.0106,133.0106,0.3609,0.0,0.0,4.2081,2.3019,4.3716,4.1217,1.0,100.0
10027.0,8.5,8.1395,2154.6277,3352.4236,1769.8539,94.4761,102.4761,0.4041,0.0,0.0,6.6096,1.9605,7.4642,7.9692,1.0,100.0
10027.5,8.5,8.2094,2154.7219,3275.3733,1750.9313,74.5006,82.5006,0.4323,0.0,0.0,9.7766,1.671,11.3007,13.172,1.0,100.0
10028.0,8.5,8.2108,2154.8162,3042.8391,1934.5012,62.9595,70.9595,0.478,0.0,0.0,12.0648,1.4916,13.5228,17.2116,1.0,100.0
10028.5,8.5,8.2357,2154.9102,2777.5295,1934.5012,50.0594,58.0594,0.4894,0.0,0.0,12.5869,1.3416,13.1907,16.2436,1.0,100.0
10029.0,8.5,8.2169,2155.0044,2516.949,1934.5012,45.6706,53.6706,0.496,0.0,0.0,10.8859,1.2488,10.6722,11.3785,1.0,100.0
10029.5,8.5,8.2162,2155.0986,2326.2043,1934.5012,58.3128,66.3128,0.5221,0.0,0.0,8.0124,1.2316,7.5807,7.252,1.0,100.0
10030.0,8.5,8.2092,2155.1929,2267.3831,1934.5012,79.4183,87.4183,0.4648,0.0,0.0,4.3603,1.2529,4.0558,3.6098,1.0,100.0
10030.5,8.5,8.2153,2155.2869,2243.3818,1934.5012,94.0954,102.0954,0.4253,0.0,0.0,2.3207,1.3873,2.2374,2.0857,1.0,100.0
10031.0,8.5,8.2296,2155.3811,2229.0837,1934.5012,100.4128,108.4128,0.412,0.0,0.0,1.804,1.7247,1.8075,1.7828,1.0,100.0
10031.5,8.5,8.5383,2155.4753,2244.1697,1934.5012,103.673,111.673,0.3624,0.0,0.0,1.7037,2.094,1.7069,1.6813,1.0,100.0
10032.0,8.5,8.3626,2155.5696,2274.8577,1934.5012,104.8413,112.8413,0.3473,0.0,0.0,1.7053,2.2928,1.6746,1.634,1.0,67.95
10032.5,8.5,8.1834,2155.6638,2378.3403,1934.5012,103.9786,111.9786,0.3308,0.0,0.0,1.7055,2.3536,1.6514,1.6064,1.0,73.57
10033.0,8.5,8.1383,2155.7578,2605.1528,1934.5012,103.6747,111.6747,0.3169,0.0,0.0,1.7062,2.3657,1.6411,1.5997,1.0,70.95
10033.5,8.5,8.1555,2155.8521,2797.9397,1934.5012,104.1508,112.1508,0.3357,0.0,0.0,1.7164,2.3712,1.668,1.6284,1.0,78.92
10034.0,8.5,8.1058,2155.9463,2949.3389,1934.5012,104.8869,112.8869,0.3518,0.0,0.0,1.7379,2.3774,1.7106,1.6498,1.0,86.57
10034.5,8.5,8.1339,2156.0408,2999.6545,1934.5012,105.7068,113.7068,0.3477,0.0,0.0,1.769,2.3715,1.7624,1.6777,1.0,84.39
10035.0,8.5,8.2843,2156.136,3023.3354,1934.5012,107.5908,115.5908,0.3401,0.0,0.0,1.8128,2.3464,1.8208,1.7288,1.0,100.0
10035.5,8.5,7.8162,2156.231,3035.8567,1934.5012,112.2776,120.2776,0.347,0.0,0.0,1.8359,2.3105,1.8562,1.7804,1.0,100.0
10036.0,8.5,7.8691,2156.3262,3044.1643,1934.5012,117.5805,125.5805,0.3468,0.0,0.0,1.8683,2.2766,1.9003,1.8453,1.0,100.0
10036.5,8.5,8.1176,2156.4211,3122.3335,1934.5012,111.1664,119.1664,0.3367,0.0,0.0,1.9177,2.2888,1.9611,1.9279,1.0,100.0
10037.0,8.5,8.197,2156.5164,3289.7188,1934.5012,98.0371,106.0371,0.2696,0.0,0.0,2.3258,2.379,2.385,2.4088,1.0,100.0
10037.5,8.5,8.2066,2156.6113,3195.5415,1934.5012,97.4949,105.4949,0.1707,0.0,0.0,3.1016,2.4662,3.1452,3.1989,1.0,40.17
10038.0,8.5,8.1941,2156.7063,3058.8098,1934.5012,112.0015,120.0015,0.1317,0.0576,0.096,3.4383,2.507,3.3868,3.371,1.0,42.66
10038.5,8.5,8.1992,2156.8015,3074.3628,1934.5012,130.8308,138.8308,0.1648,0.0375,0.0963,3.5843,2.5172,3.4788,3.4038,1.0,65.33
10039.0,8.5,8.1868,2156.8965,3202.9358,1934.5012,146.6601,154.6601,0.1904,0.0315,0.1073,3.3821,2.5139,3.3302,3.1645,0.9398,84.28
10039.5,8.5,8.203,2156.9917,3375.6995,1934.5012,158.1019,166.1019,0.2166,0.0196,0.1096,3.0775,2.5156,3.0908,2.9094,1.0,100.0
10040.0,8.5,8.184,2157.0867,3617.8169,1934.5012,154.7089,162.7089,0.2057,0.0336,0.1171,2.8483,2.4998,2.879,2.7653,0.9696,92.88
10040.5,8.5,8.3199,2157.1819,3878.3064,1934.5012,138.654,146.654,0.175,0.0606,0.1189,2.6648,2.4694,2.6998,2.6399,0.9326,64.73
10041.0,8.5,8.114,2157.2769,3797.8279,1934.5012,132.415,140.415,0.1728,0.0729,0.1252,2.6743,2.4572,2.6944,2.7004,0.8581,58.06
10041.5,8.5,8.1207,2157.3721,3616.3147,1796.3226,140.8814,148.8814,0.2288,0.051,0.1293,3.0552,2.4774,3.0696,3.1104,0.7945,87.06
10042.0,8.5,8.1406,2157.467,3459.9404,1758.479,147.255,155.255,0.2239,0.024,0.1114,3.3384,2.5108,3.2957,3.2398,0.9264,97.07
10042.5,8.5,8.1501,2157.562,3483.3848,1813.7556,146.2898,154.2898,0.2123,0.0149,0.1009,3.2278,2.5282,3.1704,3.0402,1.0,95.61
10043.0,8.5,7.9264,2157.6572,3567.2236,1940.4163,145.7728,153.7728,0.2133,0.0116,0.0985,3.031,2.5325,2.9937,2.8728,1.0,96.59
10043.5,8.5,7.6348,2157.7522,3694.478,2054.541,146.5832,154.5832,0.2115,0.0,0.0894,2.869,2.5491,2.8609,2.7791,1.0,100.0
10044.0,8.5,7.8458,2157.8474,3776.8157,2053.7244,148.2657,156.2657,0.2004,0.0,0.0699,2.8099,2.5836,2.8118,2.7481,1.0,100.0
10044.5,8.5,8.2519,2157.9424,3681.1147,1947.0503,152.0369,160.0369,0.1757,0.0,0.0532,2.8823,2.6118,2.8719,2.7913,1.0,100.0
10045.0,8.5,8.3369,2158.0371,3572.542,1862.1337,151.5787,159.5787,0.1724,0.0,0.0505,3.0434,2.6162,3.0298,2.9363,1.0,100.0
10045.5,8.5,8.3394,2158.1313,3508.6548,1823.9974,145.1927,153.1927,0.1778,0.0,0.0594,3.1747,2.599,3.1618,3.0656,1.0,96.74
10046.0,8.5,8.3221,2158.2256,3512.0264,1826.3757,139.4775,147.4775,0.1744,0.0,0.0686,3.2341,2.5806,3.2426,3.1523,1.0,87.23
10046.5,8.5,8.3156,2158.3198,3558.7146,1869.1543,134.9952,142.9952,0.1652,0.0,0.0576,3.3827,2.5982,3.4009,3.3291,1.0,84.26
10047.0,8.5,8.3179,2158.4141,3640.2769,1913.0444,133.4638,141.4638,0.1634,0.0,0.0354,3.6179,2.6381,3.6504,3.6069,1.0,91.01
10047.5,8.5,8.3151,2158.5081,3725.5281,1947.3749,132.6102,140.6102,0.1626,0.0,0.0325,3.7782,2.643,3.8046,3.7588,1.0,91.15
10048.0,8.5,8.2963,2158.6023,3795.7231,1986.3705,127.8372,135.8372,0.1671,0.0,0.0274,3.9179,2.6518,3.9231,3.8873,1.0,91.46
10048.5,8.5,8.2874,2158.6965,3840.7595,2036.4095,127.9026,135.9026,0.1708,0.0,0.0091,4.0853,2.6858,4.0614,4.0067,1.0,100.0
10049.0,8.5,8.2726,2158.7908,3889.3276,2059.8242,134.7822,142.7822,0.1662,0.0,0.0147,4.0937,2.6767,4.0459,3.9552,1.0,100.0
10049.5,8.5,8.2796,2158.885,3929.0854,2084.1709,140.3392,148.3392,0.1657,0.0,0.0336,3.9734,2.6433,3.9477,3.827,1.0,98.14
10050.0,8.5,8.2692,2158.979,3916.9978,2087.1982,140.7755,148.7755,0.1688,0.0,0.0481,3.847,2.6174,3.8518,3.7404,1.0,93.94
10050.5,8.5,8.2907,2159.0732,3866.97,2115.9409,135.8715,143.8715,0.1603,0.0,0.057,3.7549,2.5988,3.7892,3.7204,1.0,83.12
10051.0,8.5,8.2662,2159.1675,3838.8345,2154.0439,130.2614,138.2614,0.1529,0.0,0.055,3.7075,2.6001,3.7451,3.723,1.0,76.79
10051.5,8.5,8.2674,2159.2617,3848.689,2205.2695,129.6111,137.6111,0.1535,0.0,0.0536,3.7823,2.6026,3.8385,3.8395,1.0,77.1
10052.0,8.5,8.2871,2159.356,3866.3423,2262.5291,133.0543,141.0543,0.163,0.0,0.0603,3.885,2.5925,3.939,3.9137,1.0,80.92
10052.5,8.5,8.3005,2159.4502,3877.917,2171.9163,136.9403,144.9403,0.1706,0.0,0.0681,3.816,2.5803,3.8193,3.793,1.0,83.92
10053.0,8.5,8.2976,2159.5442,3883.5,2172.0044,136.7925,144.7925,0.1744,0.0,0.073,3.5906,2.5718,3.5582,3.5007,1.0,83.5
10053.5,8.5,8.3076,2159.6384,3904.3535,2168.6526,141.5254,149.5254,0.1797,0.0,0.0771,3.3512,2.5662,3.3276,3.2428,1.0,87.68
10054.0,8.5,8.3052,2159.7327,3912.312,2147.3103,149.4407,157.4407,0.1858,0.0,0.0793,3.2949,2.5649,3.2974,3.2284,1.0,95.5
10054.5,8.5,8.3074,2159.8269,3829.9973,2095.9878,152.5171,160.5171,0.1897,0.0,0.0773,3.0782,2.5698,3.0774,2.992,1.0,100.0
10055.0,8.5,8.3006,2159.9211,3743.6484,1983.369,152.476,160.476,0.1832,0.0,0.0701,2.8263,2.582,2.8381,2.7756,1.0,100.0
10055.5,8.5,8.3071,2160.0154,3692.9387,1986.7058,146.2001,154.2001,0.1765,0.0,0.0618,2.9043,2.5947,2.9242,2.8953,1.0,95.98
10056.0,8.5,8.307,2160.1106,3602.8369,1924.2583,139.8711,147.8711,0.1707,0.0,0.0531,3.0659,2.6084,3.0697,3.0327,1.0,92.06
10056.5,8.5,8.3166,2160.2056,3559.5583,1875.3311,139.9786,147.9786,0.1711,0.0,0.048,3.1545,2.6178,3.1433,3.0714,1.0,94.38
10057.0,8.5,8.3116,2160.3008,3538.126,1847.9816,141.7058,149.7058,0.1706,0.0,0.0542,3.1915,2.6068,3.1734,3.098,1.0,93.0
10057.5,8.5,8.295,2160.3958,3561.5176,1842.8198,143.0479,151.0479,0.1681,0.0,0.0619,3.2023,2.5928,3.1882,3.1132,1.0,89.92
10058.0,8.5,8.2839,2160.491,3600.9001,1877.5779,144.9438,152.9438,0.1651,0.0,0.0669,3.1925,2.5837,3.1947,3.1162,1.0,88.11
10058.5,8.5,8.292,2160.5859,3631.9006,1918.8494,145.6598,153.6598,0.1632,0.0,0.0742,3.2171,2.5704,3.2172,3.1381,1.0,85.06
10059.0,8.5,8.2922,2160.6809,3646.8884,1938.0743,142.1933,150.1933,0.1655,0.0034,0.0774,3.2368,2.564,3.2333,3.1481,1.0,82.22
10059.5,8.5,8.3015,2160.7761,3644.1675,1942.9135,136.8882,144.8882,0.1631,0.0056,0.0758,3.2767,2.5653,3.2628,3.1876,1.0,77.99
10060.0,8.5,8.2995,2160.8711,3625.7056,1953.7799,133.7674,141.7674,0.173,0.0056,0.077,3.4134,2.5638,3.3966,3.3259,1.0,79.27
10060.5,8.5,8.2975,2160.9663,3603.3735,1947.7856,131.1523,139.1523,0.1743,0.0113,0.0803,3.5306,2.5573,3.5115,3.4275,1.0,76.67
10061.0,8.5,8.3017,2161.0613,3607.583,1920.1393,131.081,139.081,0.1711,0.0167,0.0835,3.5811,2.5511,3.5545,3.4429,1.0,74.25
10061.5,8.5,8.3079,2161.1565,3614.1792,1909.5662,134.8784,142.8784,0.1698,0.0147,0.0835,3.6158,2.5518,3.5899,3.4672,1.0,76.4
10062.0,8.5,8.3026,2161.2515,3631.3037,1919.5212,136.5085,144.5085,0.1685,0.0121,0.0819,3.6269,2.5548,3.5971,3.4711,1.0,77.6
10062.5,8.5,8.2956,2161.3467,3621.4622,1976.2974,136.9015,144.9015,0.17,0.012,0.0824,3.636,2.5542,3.6059,3.4888,1.0,78.29
10063.0,8.5,8.2876,2161.4417,3578.3259,1982.3759,134.9884,142.9884,0.1679,0.012,0.0809,3.6965,2.5562,3.6736,3.5526,1.0,76.65
10063.5,8.5,8.2884,2161.5369,3548.8284,1947.177,129.8853,137.8853,0.1629,0.0155,0.0799,3.7857,2.5563,3.7597,3.6411,1.0,71.52
10064.0,8.5,8.2906,2161.6318,3537.2102,1984.3556,126.007,134.007,0.1625,0.0219,0.0826,3.8629,2.5485,3.8387,3.7039,1.0,67.44
10064.5,8.5,8.2915,2161.7271,3541.6284,1977.0563,125.0984,133.0984,0.162,0.0274,0.0862,3.8873,2.5408,3.8638,3.7224,1.0,65.28
10065.0,8.5,8.2899,2161.822,3560.1113,1908.8846,123.8444,131.8444,0.1579,0.0311,0.0872,3.9058,2.5366,3.9187,3.781,1.0,62.34
10065.5,8.5,8.3007,2161.9172,3584.3557,1947.0142,121.9306,129.9306,0.1572,0.0327,0.0875,3.9082,2.5364,3.9497,3.8357,1.0,60.92
10066.0,8.5,8.2939,2162.0122,3601.9768,1930.4517,124.5946,132.5946,0.1595,0.0266,0.0846,3.8652,2.5429,3.9046,3.8234,1.0,64.49
10066.5,8.5,8.292,2162.1064,3604.6689,1920.4875,127.8171,135.8171,0.1586,0.0206,0.0811,3.8702,2.5486,3.8596,3.8205,1.0,67.22
10067.0,8.5,8.2803,2162.2004,3616.0916,1954.618,127.2824,135.2824,0.1637,0.0225,0.0842,3.9303,2.5479,3.7769,3.7379,1.0,68.54
10067.5,8.5,8.2722,2162.2947,3630.9919,1976.35,128.6821,136.6821,0.1686,0.0185,0.083,4.0439,2.551,3.6961,3.5927,1.0,71.76
10068.0,8.5,8.2754,2162.3889,3652.5479,1975.8362,131.0286,139.0286,0.1786,0.0089,0.0796,3.9381,2.5591,3.5452,3.2554,1.0,78.52
10068.5,8.5,8.2784,2162.4832,3665.9336,2006.9467,132.3778,140.3778,0.1974,0.006,0.0831,3.6391,2.5554,3.4326,2.9524,1.0,85.74
10069.0,8.5,8.2949,2162.5774,3675.6638,2033.1821,137.6431,145.6431,0.2246,0.0,0.0,3.3722,2.5313,3.333,2.8239,1.0,94.86
10069.5,8.5,8.2985,2162.6716,3679.8796,2011.8439,144.3586,152.3586,0.2672,0.0,0.0,3.33,2.4472,3.4138,3.0977,1.0,100.0
10070.0,8.5,8.2848,2162.7656,3622.8567,1987.7384,142.844,150.844,0.3616,0.0,0.0,3.6818,2.1173,3.7951,3.6547,1.0,100.0
10070.5,8.5,8.2058,2162.8599,3589.231,1948.4927,131.5523,139.5523,0.4044,0.0,0.0,5.2712,1.7016,5.3446,5.5637,1.0,100.0
10071.0,8.5,8.2008,2162.9541,3455.1477,1903.2098,107.8598,115.8598,0.3749,0.0,0.0,8.7513,1.7493,8.7419,9.6893,1.0,100.0
10071.5,8.5,8.1988,2163.0483,3261.6375,1844.0786,80.0999,88.0999,0.2513,0.0,0.0,10.6501,2.1628,10.0845,9.8902,1.0,100.0
10072.0,8.5,8.1983,2163.1426,3043.5715,1778.8433,69.737,77.737,0.1346,0.0,0.0,9.2874,2.4409,8.7074,7.8605,1.0,100.0
10072.5,8.5,8.1977,2163.2366,2782.436,1752.687,77.3637,85.3637,0.1309,0.0,0.0,6.8911,2.5164,6.5146,5.7539,1.0,100.0
10073.0,8.5,8.1798,2163.3308,2618.9438,1780.8127,92.1179,100.1179,0.1576,0.0488,0.0882,5.172,2.5318,5.0036,4.5533,0.9876,43.8
10073.5,8.5,8.2267,2163.425,2374.3623,1809.856,107.8083,115.8083,0.1703,0.0335,0.0856,4.3019,2.5418,4.2347,4.0127,1.0,57.85
10074.0,8.5,8.2136,2163.5193,2482.2991,1839.8621,115.1103,123.1103,0.1692,0.0243,0.0814,4.1277,2.5509,4.0874,3.9383,1.0,63.48
10074.5,8.5,8.2044,2163.6135,3037.6143,1870.8798,110.1474,118.1474,0.1634,0.0185,0.0733,4.1104,2.5636,4.0789,3.9112,1.0,60.87
10075.0,8.5,8.2058,2163.7078,3416.4197,1902.9614,106.0406,114.0406,0.1656,0.0045,0.0612,3.9778,2.5848,3.9154,3.7479,1.0,63.0
10075.5,8.5,8.2075,2163.8018,3692.4553,1921.6742,108.6412,116.6412,0.1736,0.0,0.0471,3.7825,2.6121,3.7251,3.6233,1.0,72.55
10076.0,8.5,8.2227,2163.896,3575.4043,1910.4005,112.8214,120.8214,0.1768,0.0,0.0407,3.6034,2.6252,3.5708,3.5188,1.0,79.1
10076.5,8.5,8.1971,2163.9902,3597.2793,1933.0867,113.7793,121.7793,0.1801,0.0,0.0499,3.5074,2.6091,3.4927,3.4214,1.0,77.67
10077.0,8.5,8.2178,2164.0845,3650.5923,1992.9111,113.1552,121.1552,0.1813,0.0008,0.0656,3.486,2.5806,3.4527,3.3463,1.0,72.04
10077.5,8.5,8.2273,2164.1787,3699.9089,1985.8567,113.5346,121.5346,0.1824,0.0016,0.0667,3.2441,2.5788,3.2061,3.0754,1.0,72.33
10078.0,8.5,8.212,2164.2729,3674.1128,1950.2856,118.2904,126.2904,0.1731,0.0,0.045,3.1635,2.6181,3.161,3.0778,1.0,79.96
10078.5,8.5,8.2249,2164.3669,3655.9783,1938.4158,122.7373,130.7373,0.1716,0.0,0.029,3.3968,2.6482,3.4222,3.3324,1.0,88.8
10079.0,8.5,8.2211,2164.4612,3605.9783,1903.0233,120.499,128.499,0.1577,0.0,0.0303,3.668,2.6433,3.6952,3.5885,1.0,80.82
10079.5,8.5,8.2258,2164.5554,3550.937,1849.4944,117.8132,125.8132,0.1471,0.0,0.0373,3.6304,2.6285,3.6621,3.5766,1.0,72.16
10080.0,8.5,8.2226,2164.6497,3523.7441,1822.7898,115.5162,123.5162,0.1444,0.0,0.0493,3.4935,2.6058,3.5341,3.4164,1.0,65.43
10080.5,8.5,8.2153,2164.7439,3532.9875,1817.009,113.1843,121.1843,0.1381,0.0007,0.0546,3.7114,2.5948,3.7392,3.6445,1.0,59.85
10081.0,8.5,8.2261,2164.8379,3564.9458,1845.585,111.188,119.188,0.1278,0.0,0.0426,4.0712,2.6145,4.1074,4.0775,1.0,58.74
10081.5,8.5,8.2384,2164.9321,3618.822,1901.6044,107.8837,115.8837,0.1205,0.0,0.0284,4.4146,2.6385,4.4459,4.4019,1.0,58.61
10082.0,8.5,8.247,2165.0264,3720.6804,1949.5049,105.9648,113.9648,0.116,0.0,0.0314,4.5922,2.6319,4.6021,4.5393,1.0,54.84
10082.5,8.5,8.2833,2165.1206,3768.1313,2013.0956,109.0656,117.0656,0.1195,0.0118,0.0569,4.7333,2.587,4.7071,4.5883,1.0,50.13
10083.0,8.5,8.284,2165.2148,3733.4321,2075.9309,115.2249,123.2249,0.1238,0.0324,0.0757,4.5649,2.5456,4.5188,4.3432,1.0,48.05
10083.5,8.5,8.2767,2165.3091,3788.1235,2150.0159,115.938,123.938,0.1288,0.0358,0.0798,4.4382,2.5392,4.4152,4.2466,1.0,48.91
10084.0,8.5,8.2804,2165.4031,3911.7998,2221.312,113.0843,121.0843,0.127,0.0343,0.0773,4.4605,2.545,4.4634,4.3319,1.0,47.79
10084.5,8.5,8.2706,2165.4973,3969.7012,2172.8794,111.6296,119.6296,0.1257,0.0367,0.0783,4.4409,2.5427,4.4397,4.306,1.0,46.26
10085.0,8.5,8.246,2165.5916,3889.1887,2136.1995,109.3051,117.3051,0.1313,0.0377,0.0799,4.5778,2.5437,4.5971,4.4627,0.9943,46.87
10085.5,8.5,8.2588,2165.6858,3878.4893,2108.8362,107.0178,115.0178,0.129,0.0331,0.0751,4.839,2.554,4.8746,4.6871,1.0,46.62
10086.0,8.5,8.2487,2165.78,3808.6909,2097.6987,107.7717,115.7717,0.1231,0.0283,0.07,4.9861,2.5612,5.0081,4.8367,1.0,46.4
10086.5,8.5,8.2617,2165.8743,3814.0664,2107.1697,107.9941,115.9941,0.126,0.0213,0.0655,5.0692,2.5721,5.0868,4.9737,1.0,49.14
10087.0,8.5,8.2647,2165.9683,3834.0151,2117.2356,105.3262,113.3262,0.1271,0.0,0.0467,5.0911,2.6057,5.0911,4.9852,1.0,53.63
10087.5,8.5,8.2706,2166.0625,3835.9983,2143.5037,104.8209,112.8209,0.1287,0.0,0.0345,5.2238,2.6279,5.2397,5.1761,1.0,57.7
10088.0,8.5,8.2809,2166.1567,3859.1267,2165.1172,109.9706,117.9706,0.1384,0.0,0.0477,5.482,2.6065,5.4809,5.3993,1.0,60.17
10088.5,8.5,8.28,2166.251,3892.1138,2185.5369,119.1708,127.1708,0.149,0.0022,0.0612,5.3557,2.5858,5.2795,5.0995,1.0,65.53
10089.0,8.5,8.2729,2166.3452,3926.6206,2241.9116,125.5781,133.5781,0.1594,0.0001,0.0653,5.2977,2.5813,5.1871,4.9916,1.0,72.38
10089.5,8.5,8.2757,2166.4392,3968.0164,2244.7898,127.9463,135.9463,0.1704,0.0067,0.0742,5.3199,2.567,5.1836,4.9432,0.9721,75.07
10090.0,8.5,8.2842,2166.5334,4007.4839,2246.1396,129.8202,137.8202,0.1748,0.0155,0.083,5.3882,2.5522,5.2371,4.9604,0.8566,74.97
10090.5,8.5,8.2694,2166.6277,3972.7126,2241.844,131.7887,139.7887,0.1755,0.0206,0.0879,5.5349,2.5438,5.3455,5.0111,0.817,74.82
10091.0,8.5,8.235,2166.7219,3896.3081,2198.6172,134.1478,142.1478,0.1756,0.027,0.0939,5.7241,2.5335,5.5513,5.1207,0.7865,74.38
10091.5,8.5,8.1952,2166.8162,3810.8384,2159.2505,132.1606,140.1606,0.1697,0.0377,0.0984,6.1511,2.5148,6.0437,5.4602,0.791,67.41
10092.0,8.5,8.136,2166.9102,3791.6956,2152.0742,120.9521,128.9521,0.1637,0.0628,0.1113,6.7613,2.488,6.7379,5.9878,0.7441,53.96
10092.5,8.5,7.9099,2167.0044,3780.4321,2138.1746,107.8494,115.8494,0.1597,0.0877,0.1251,7.5903,2.4615,7.5511,6.5363,0.6797,41.56
10093.0,8.5,7.7647,2167.0986,3768.8767,2140.5037,100.0673,108.0673,0.1547,0.1057,0.1357,8.3122,2.4391,8.0661,6.781,0.6169,33.33
10093.5,8.5,7.7099,2167.1929,3682.7473,2136.1934,95.678,103.678,0.1499,0.1195,0.1444,9.2992,2.4193,8.7879,7.3755,0.5554,27.64
10094.0,8.5,7.679,2167.2869,3568.7439,2151.6489,95.4591,103.4591,0.1503,0.1307,0.1534,10.342,2.3999,9.5588,7.8462,0.4922,25.24
